Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Ukraine," 6,990 ", 15 , 34 , 34 , 6 ," 1,173 ", 71 , 123 , 16 , 8 , 398 , 80 , - , 13 , 43 , 506 , 40 , 21 , 9 , 40 , 17 , 12 , 85 , 176 , 171 , 49 , 5 , 78 , 9 , 28 , 34 , 19 , 362 , 8 , 919 , 118 , - , 250 , 23 , 385 , 376 , - , 4 , 105 , 11 , 37 , 113 , D , - , 15 , D , 100 , 759 , 3 , 32 , D , 52 
United Arab Emirates, 542 , - , - , 7 , 3 , 97 , - , 9 , - , D , 31 , 16 , D , - , D , 31 , 5 , 3 , 6 , 3 , 3 , D , 7 , 13 , 35 , 4 , - , 9 , - , D , - , 4 , 29 , D , 39 , 19 , D , 13 , 4 , 3 , 11 , - , - , D , - , 4 , 76 , - , - , D , - , 28 , 10 , D , 3 , - , 3 
United Kingdom," 10,530 ", 49 , 22 , 179 , 33 ," 1,801 ", 249 , 284 , 11 , 53 ," 1,333 ", 281 , 4 , 23 , 51 , 292 , 116 , 32 , 46 , 44 , 44 , 51 , 133 , 462 , 245 , 93 , 28 , 78 , 20 , 20 , 79 , 106 , 420 , 41 , 861 , 357 , D , 215 , 56 , 178 , 369 , 4 , 45 , 128 , 5 , 103 , 657 , D , D , 59 , 23 , 280 , 274 , 20 , 78 , 5 , 85 
United States, 122 , D , D , - , - , 33 , - , D , - , - , 9 , 7 , - , D , - , 3 , D , - , - , D , D , - , 3 , 5 , 4 , D , - , D , - , - , - , - , 7 , D , 13 , 3 , - , 5 , D , D , 3 , - , - , D , - , - , 6 , - , - , D , - , D , D , - , - , - , 1 
Uruguay," 1,073 ", 6 , - , 6 , D , 55 , 6 , 19 , - , D , 346 , 60 , - , - , D , 19 , 7 , 3 , D , D , 3 , - , 8 , 37 , 4 , D , D , D , D , D , 7 , 3 , 180 , D , 103 , 24 , - , 10 , D , 3 , 20 , 4 , - , 11 , - , 3 , 37 , - , - , 20 , D , 25 , 5 , D , 9 , - , 10 
Uzbekistan," 1,532 ", D , 3 , 16 , D , 196 , 9 , 15 , - , 4 , 106 , 33 , - , - , 11 , 42 , 8 , - , 9 , 30 , D , - , 30 , 34 , 17 , 9 , D , 22 , - , 6 , 6 , D , 62 , - , 462 , 26 , - , 75 , 3 , 23 , 102 , - , D , 16 , - , 19 , 28 , - , - , 6 , - , 39 , 36 , D , 4 , D , 13 
Vanuatu, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Venezuela," 8,172 ", 24 , 5 , 32 , 11 , 273 , 54 , 79 , 7 , 18 ," 4,571 ", 219 , - , D , 4 , 97 , 32 , 12 , 20 , 24 , 44 , 6 , 60 , 116 , 44 , 24 , 11 , 27 , D , 8 , 27 , 6 , 193 , 12 , 374 , 122 , D , 85 , 54 , 26 , 94 , 103 , 25 , 50 , D , 59 , 821 , - , - , 51 , D , 115 , 38 , 5 , 36 , 5 , 40 
Vietnam," 21,082 ", 133 , 16 , 277 , 101 ," 6,766 ", 270 , 104 , 17 , 14 ," 1,128 ", 690 , 4 , 75 , 34 , 347 , 125 , 161 , 238 , 86 , 347 , 34 , 243 , 758 , 283 , 337 , 114 , 267 , 17 , 130 , 137 , 41 , 353 , 79 , 359 , 608 , 12 , 258 , 336 , 501 , 703 , - , 14 , 166 , 10 , 190 ," 2,579 ", D , 3 , 101 , 14 , 536 , 725 , 20 , 71 , D , 145 
"Virgin Islands, British", 54 , - , - , - , - , - , - , D , - , - , 17 , 3 , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , 3 , - , 10 , D , - , - , D , - , D , - , D , - , - , - , - , - , 10 , - , - , D , D , - , - , - , 1 
"Virgin Islands, U.S.", D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Western Sahara, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Yemen," 1,544 ", 26 , - , D , 5 , 245 , D , 17 , 7 , - , 11 , D , - , - , D , 53 , 11 , - , - , D , 23 , D , 4 , 3 , 422 , 13 , 32 , 4 , - , - , - , D , 11 , 4 , 448 , 53 , - , 12 , - , 6 , 13 , - , - , 6 , - , 24 , 7 , - , - , - , - , 27 , 8 , D , - , - , 38 
Zambia, 402 , 4 , - , 11 , D , 28 , 7 , 10 , D , D , 27 , 31 , - , D , D , 20 , 3 , - , - , 4 , D , - , 13 , 18 , 13 , 8 , D , 6 , - , D , 3 , D , 16 , D , 29 , 14 , - , 14 , 4 , D , 8 , - , - , 4 , - , 5 , 56 , - , - , D , - , 11 , 8 , - , 4 , - , 6 
Zimbabwe, 709 , 4 , - , 13 , D , 70 , 14 , 7 , D , D , 40 , 34 , - , D , - , 21 , 41 , 3 , 3 , 15 , - , D , 15 , 23 , 19 , 11 , - , 6 , - , 8 , 4 , 9 , 32 , D , 34 , 24 , 4 , 21 , 5 , 6 , 32 , - , - , 5 , - , 13 , 112 , - , - , 5 , D , 26 , 7 , D , 4 , D , 6 
Unknown, 634 , 1 , - , 10 , 2 , 140 , 6 , 3 , 1 , - , 111 , 2 , - , 4 , 3 , 10 , 8 , 4 , 2 , 1 , 1 , 1 , 2 , 35 , 11 , 5 , 2 , 6 , - , 2 , - , 6 , 51 , 9 , 54 , 16 , 2 , 20 , 1 , 2 , 15 , 3 , 7 , 5 , - , 3 , 30 , - , - , 1 , - , 9 , 8 , 1 , - , - , 18 
D Data withheld to limit disclosure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Includes American Samoa, Northern Mariana Islands, and U.S. Virgin Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Based on N-400 data for persons aged 18 and over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Homeland Security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
