Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Uzbekistan," 1,482 ", D , - , 25 , D , 169 , 30 , 15 , - , D , 115 , 28 , - , - , 6 , 43 , 3 , - , 4 , 4 , D , - , 45 , 21 , 6 , 11 , - , 15 , - , - , 5 , 3 , 43 , - , 481 , 21 , - , 62 , 3 , 15 , 88 , D , - , 30 , D , 29 , 36 , D , - , 8 , - , 33 , 36 , - , 7 , - , 33 
Vanuatu, D , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - 
Venezuela," 6,993 ", 41 , D , 49 , 10 , 228 , 56 , 27 , 5 , 15 ," 3,935 ", 201 , - , 5 , D , 66 , 38 , 11 , 9 , 15 , 53 , - , 81 , 94 , 18 , 34 , 12 , 21 , - , 8 , 33 , 3 , 115 , 6 , 207 , 121 , - , 49 , 41 , 19 , 65 , 81 , 9 , 35 , D , 53 , 811 , 4 , D , 86 , D , 93 , 40 , D , 7 , - , 74 
Vietnam," 22,705 ", 241 , 16 , 551 , 115 ," 6,626 ", 363 , 87 , 16 , 14 ," 1,060 "," 1,017 ", D , 86 , 13 , 292 , 101 , 162 , 219 , 51 , 568 , 22 , 419 , 666 , 207 , 478 , 97 , 242 , 11 , 169 , 191 , 37 , 179 , 64 , 281 , 573 , 21 , 192 , 199 , 265 , 486 , D , 13 , 121 , 9 , 251 ," 3,726 ", 6 , D , 166 , 11 , 640 ," 1,034 ", 13 , 72 , 5 , 236 
"Virgin Islands, British", 45 , - , - , - , - , D , - , - , - , - , 14 , 6 , - , - , - , - , - , - , - , - , - , - , D , D , - , - , - , - , - , - , D , - , - , - , 6 , - , - , - , - , - , - , - , - , D , - , - , D , - , 10 , - , - , - , - , - , - , - , D 
"Virgin Islands, U.S.", D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D 
Western Sahara, D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Yemen," 2,158 ", 48 , D , 3 , 7 , 359 , D , 26 , 11 , - , 11 , 5 , - , - , - , 67 , 37 , 4 , D , D , 42 , - , 10 , 7 , 486 , 15 , 42 , 3 , - , - , - , - , 11 , - , 642 , 97 , D , 10 , D , 7 , 9 , - , - , 3 , - , 72 , 10 , D , - , D , D , 42 , 10 , D , D , D , 48 
Zambia, 340 , D , - , 10 , 4 , 34 , 8 , D , D , - , 11 , 36 , - , D , 4 , 14 , 7 , - , D , - , 4 , D , 14 , 8 , 3 , 11 , D , D , - , D , 3 , - , 13 , - , 22 , 12 , - , 6 , D , 3 , 11 , - , D , D , - , 7 , 55 , - , - , - , - , 6 , 12 , - , D , - , 5 
Zimbabwe, 559 , 7 , - , 19 , D , 41 , 12 , D , D , 3 , 19 , 36 , - , - , - , 12 , 22 , D , D , 7 , D , - , 22 , 26 , 10 , 9 , D , 5 , - , 4 , 3 , D , 10 , - , 21 , 26 , D , 18 , 3 , D , 18 , - , - , 5 , - , 13 , 119 , - , - , 10 , - , 27 , 9 , - , 5 , - , 3 
Unknown, 233 , - , - , D , D , 28 , - , 3 , - , D , 16 , 7 , - , D , - , 11 , D , - , - , D , 6 , - , 3 , 10 , 9 , - , D , D , - , D , D , - , 8 , D , 17 , 6 , - , 9 , - , D , D , 3 , - , 3 , - , D , 31 , - , - , D , - , 5 , 3 , - , 5 , - , 32 
D Data withheld to limit disclosure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Includes American Samoa, Northern Mariana Islands, and U.S. Virgin Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Based on N-400 data for persons aged 18 and over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Homeland Security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
