Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
United Kingdom," 8,906 ", 25 , 22 , 179 , 29 ," 1,593 ", 154 , 188 , 17 , 43 ," 1,105 ", 301 , D , 30 , 19 , 233 , 87 , 23 , 38 , 38 , 39 , 42 , 163 , 476 , 188 , 86 , 13 , 53 , 7 , 7 , 88 , 55 , 389 , 36 , 704 , 273 , 4 , 157 , 14 , 96 , 251 , 3 , 33 , 137 , 9 , 74 , 700 , D , 7 , 68 , 26 , 278 , 204 , 15 , 54 , 5 , 24 
United States, 31 , - , - , 3 , - , 5 , - , D , - , - , D , - , - , D , - , 3 , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , D , D , - , 6 , D , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , D , D , - , - , - , - 
Uruguay, 812 , D , D , 3 , - , 39 , D , 13 , - , 4 , 312 , 40 , - , 5 , D , 15 , 3 , - , D , D , D , - , 12 , 40 , 4 , 8 , - , D , - , - , 4 , 6 , 106 , 3 , 60 , 13 , - , D , - , D , 9 , D , D , 11 , - , 4 , 31 , - , - , 19 , - , 26 , D , - , D , - , D 
Uzbekistan," 1,725 ", - , 3 , 37 , 5 , 208 , 46 , 11 , D , D , 85 , 80 , - , 3 , 28 , 43 , 12 , - , 5 , 46 , 4 , - , 24 , 30 , 14 , 11 , D , 27 , - , D , 5 , 6 , 42 , D , 479 , 24 , D , 117 , 4 , 41 , 93 , - , - , 5 , D , 5 , 37 , - , - , 22 , 3 , 43 , 52 , D , 9 , - , 3 
Vanuatu, 4 , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , D , - , - , - , - 
Venezuela," 6,871 ", 10 , D , 30 , 8 , 289 , 45 , 38 , 11 , 13 ," 3,900 ", 180 , D , 9 , 9 , 73 , 38 , 7 , 9 , 21 , 46 , 3 , 67 , 87 , 33 , 23 , 7 , 25 , D , 8 , 21 , 4 , 163 , 9 , 328 , 106 , D , 71 , 14 , 11 , 65 , 90 , 20 , 43 , - , 49 , 612 , 4 , D , 64 , D , 120 , 42 , 5 , 21 , 4 , 8 
Vietnam," 18,837 ", 75 , 21 , 270 , 105 ," 6,268 ", 209 , 92 , 20 , 21 , 825 , 705 , 4 , 94 , 22 , 374 , 67 , 105 , 179 , 67 , 294 , 29 , 297 , 552 , 223 , 378 , 101 , 210 , 4 , 132 , 151 , 38 , 268 , 110 , 349 , 574 , 16 , 207 , 129 , 339 , 507 , D , 10 , 92 , 8 , 192 ," 2,487 ", 4 , D , 144 , 11 , 659 , 728 , 20 , 32 , 4 , 12 
Yemen," 1,160 ", 5 , - , 6 , 4 , 200 , D , 14 , 6 , - , 4 , D , - , - , - , 45 , 6 , - , - , - , 10 , D , 3 , 3 , 349 , 13 , 12 , 6 , - , D , - , - , 5 , D , 350 , 28 , - , 7 , D , D , 6 , - , D , 3 , - , 29 , 8 , - , - , - , - , 17 , 8 , - , - , - , D 
Zambia, 318 , D , D , 5 , D , 29 , 5 , 5 , D , 3 , 20 , 22 , - , D , D , 17 , 7 , - , 3 , D , D , D , 16 , 6 , 9 , 10 , - , 6 , - , D , D , D , 6 , D , 27 , 6 , D , 5 , 5 , - , 14 , - , - , 11 , D , 4 , 32 , - , - , D , - , 9 , 13 , - , D , - , D 
Zimbabwe, 734 , D , D , 20 , D , 54 , 12 , 8 , 3 , 4 , 58 , 41 , - , D , - , 18 , 29 , D , 6 , 8 , 6 , - , 34 , 24 , 21 , 7 , D , 6 , - , 9 , 3 , 4 , 28 , - , 30 , 26 , - , 29 , 3 , D , 38 , - , 3 , 7 , - , 5 , 126 , D , - , 3 , - , 28 , 8 , 5 , 6 , D , D 
Unknown, 142 , D , - , D , D , 21 , - , 3 , - , - , 10 , D , - , D , - , 3 , D , - , D , 4 , 7 , - , D , 4 , 15 , D , D , D , - , - , D , - , D , - , 9 , D , - , 23 , - , - , - , - , D , D , - , 4 , 6 , - , - , - , - , D , 3 , - , 3 , - , 5 
D Data withheld to limit disclosure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Includes American Samoa, Northern Mariana Islands, and U.S. Virgin Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Based on N-400 data for persons aged 18 and over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Homeland Security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
