Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories1,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Venezuela," 6,463 ", 11 , 4 , 33 , 9 , 347 , 34 , 52 , 7 , 18 ," 3,094 ", 215 , - , 6 , 8 , 67 , 42 , 10 , 19 , 26 , 34 , D , 73 , 178 , 47 , 12 , 5 , 28 , - , 15 , 27 , 9 , 193 , 9 , 360 , 154 , D , 67 , 39 , 24 , 86 , 131 , 24 , 49 , - , 33 , 597 , - , D , 47 , D , 118 , 40 , 5 , 23 , D , 27 
Vietnam," 19,323 ", 67 , 9 , 283 , 56 ," 6,624 ", 222 , 87 , 24 , 15 , 773 , 695 , 5 , 116 , 34 , 323 , 139 , 126 , 171 , 82 , 269 , 40 , 272 , 807 , 245 , 316 , 51 , 223 , 12 , 127 , 121 , 45 , 219 , 67 , 346 , 493 , 22 , 206 , 250 , 434 , 529 , D , 21 , 140 , 12 , 115 ," 2,248 ", - , D , 85 , 28 , 587 , 935 , 12 , 64 , D , 127 
"Virgin Islands, British", 42 , - , - , D , - , - , D , D , - , - , 5 , D , - , - , - , - , - , - , - , - , - , - , 3 , 3 , - , - , - , - , - , - , - , - , D , - , 8 , D , - , - , - , - , D , - , - , D , - , - , D , - , 14 , - , - , - , - , - , - , - , - 
"Virgin Islands, U.S.", D , - , - , - , - , - , - , - , - , - , D , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - , - 
Yemen," 1,445 ", 5 , - , D , D , 217 , - , 17 , 7 , - , 7 , 6 , - , - , - , 50 , 8 , D , 3 , 5 , 20 , - , 4 , D , 420 , 15 , 8 , D , - , D , - , - , 16 , D , 482 , 53 , - , 9 , 3 , 4 , 6 , - , - , - , - , 24 , 9 , - , - , - , D , 19 , 8 , - , D , - , 8 
Zambia, 401 , - , D , 9 , D , 57 , 3 , 3 , D , - , 23 , 22 , - , - , D , 37 , 14 , 3 , 3 , D , - , D , 19 , 8 , 13 , 6 , D , 3 , - , 3 , - , D , 7 , D , 23 , 15 , D , 9 , 4 , 4 , 15 , - , D , 4 , - , 4 , 37 , - , - , D , - , 14 , 15 , D , 6 , - , 4 
Zimbabwe, 675 , 3 , D , 13 , D , 68 , 10 , 10 , D , D , 28 , 42 , - , D , D , 9 , 37 , 4 , 7 , 9 , D , D , 28 , 48 , 14 , 4 , - , 13 , - , 10 , D , 5 , 24 , D , 33 , 18 , 3 , 27 , 8 , 9 , 21 , - , 6 , - , - , 9 , 84 , - , - , D , - , 31 , 10 , 8 , D , - , 7 
Unknown, 206 , - , - , 5 , - , 22 , 2 , 2 , - , - , 21 , 6 , - , 3 , - , 9 , 3 , - , 2 , - , - , - , 17 , 10 , 10 , 1 , - , 2 , - , 1 , 2 , 1 , 10 , 1 , 22 , 5 , - , 3 , - , 3 , 2 , - , 1 , 1 , - , 1 , 15 , - , - , 1 , - , 3 , - , - , - , - , 19 
D Data withheld to limit disclosure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Includes American Samoa, Northern Mariana Islands, and U.S. Virgin Islands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: Based on N-400 data for persons aged 18 and over.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Homeland Security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
