Supplemental Table 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSONS NATURALIZED BY STATE OR TERRITORY OF RESIDENCE AND REGION AND COUNTRY OF BIRTH: FISCAL YEAR 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region and country of birth,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
United States, 60 , - , - , D , - , 8 , - , - , - , D , 8 , - , - , D , - , D , D , - , - , - , - , - , 8 , 3 , D , - , - , - , - , - , D , D , D , - , 6 , - , - , - , - , - , D , - , - , - , - , - , 7 , - , - , - , - , 5 , D , - , - , - , - 
Uruguay, 849 , D , - , 7 , - , 48 , D , 12 , - , 3 , 308 , 25 , - , D , - , 7 , 5 , D , - , D , 4 , - , 18 , 37 , 4 , D , - , - , D , - , 7 , 6 , 129 , D , 62 , 10 , - , 5 , D , 3 , 18 , 10 , - , 12 , D , 6 , 32 , - , - , 13 , - , 29 , 7 , - , 4 , - , 3 
Uzbekistan," 3,071 ", 7 , 3 , 87 , D , 273 , 74 , 20 , D , 4 , 109 , 93 , - , D , 57 , 87 , 6 , D , 7 , 86 , 7 , D , 61 , 68 , 24 , 14 , D , 93 , D , D , 4 , 10 , 70 , D , 650 , 44 , D , 355 , 6 , 75 , 243 , - , D , 7 , 5 , 15 , 51 , - , D , 28 , 15 , 111 , 167 , D , 11 , 3 , 6 
Venezuela," 7,404 ", 28 , D , 26 , 4 , 276 , 46 , 50 , 7 , 8 ," 4,148 ", 180 , D , 4 , - , 63 , 47 , 6 , 23 , 18 , 25 , 3 , 78 , 118 , 33 , 35 , 4 , 28 , D , 9 , 22 , 5 , 229 , 7 , 356 , 134 , - , 67 , 23 , 18 , 100 , 77 , 11 , 58 , - , 59 , 624 , 3 , D , 80 , D , 138 , 61 , 6 , 31 , 4 , 16 
Vietnam," 23,490 ", 107 , 19 , 351 , 100 ," 9,110 ", 290 , 117 , 18 , 22 , 971 , 817 , 8 , 116 , 19 , 330 , 94 , 127 , 190 , 74 , 336 , 33 , 269 , 583 , 200 , 401 , 88 , 312 , 5 , 106 , 120 , 45 , 383 , 87 , 394 , 523 , 12 , 203 , 238 , 313 , 666 , 7 , 13 , 105 , 9 , 163 ," 3,022 ", 6 , 5 , 80 , 16 , 790 , 926 , 13 , 70 , 5 , 63 
Yemen," 1,452 ", 29 , - , 4 , 5 , 189 , D , 18 , 4 , - , 8 , 5 , - , - , - , 50 , 9 , - , D , - , 14 , - , 4 , 5 , 451 , 10 , 22 , 4 , - , - , D , D , 16 , D , 445 , 33 , - , 12 , - , 3 , 7 , - , - , D , - , 44 , 8 , - , - , D , - , 20 , 9 , - , D , - , 14 
Zambia, 338 , 3 , D , 11 , - , 44 , 5 , 4 , D , 3 , 25 , 25 , - , D , - , 17 , 11 , 3 , - , D , D , D , 22 , 7 , 4 , 4 , - , 6 , - , D , 3 , - , 11 , D , 19 , 12 , - , 7 , D , D , 10 , - , D , 4 , - , 3 , 34 , - , - , D , - , 13 , 10 , D , D , - , 1 
Zimbabwe, 691 , 3 , - , 10 , D , 59 , 9 , 8 , D , D , 38 , 34 , - , - , D , 14 , 40 , 5 , 10 , 11 , - , D , 22 , 29 , 24 , 9 , - , 10 , D , 9 , D , 7 , 14 , D , 21 , 25 , 3 , 23 , 7 , 5 , 25 , - , D , 11 , - , 6 , 128 , - , - , 9 , D , 28 , 13 , D , D , D , 6 
Unknown, 359 , 2 , - , 3 , 3 , 57 , 6 , 1 , - , 1 , 38 , 5 , - , - , 1 , 28 , 3 , - , 3 , 6 , 10 , - , 7 , 4 , 23 , 3 , 2 , 4 , - , - , 2 , - , 6 , - , 13 , 6 , - , 31 , 2 , 1 , 5 , 3 , 1 , 3 , - , 14 , 26 , 1 , - , 2 , - , 11 , 6 , - , 6 , - , 10 
D Data withheld to limit disclosure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
- Represents zero.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Yugoslavia (unknown republic) prior to February 7, 2003.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: U.S. Department of Homeland Security.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
